panel_id,manufacturer,original_wattage,current_wattage,years_operating,degradation_rate,temperature,dust_level,efficiency,installation_date,farm,block,latitude,longitude
PANEL-00535,Canadian Solar,400,334.8,12,1.47,32.2,19.3,83.7,2018-01-21,"Bhadla Solar Park, Rajasthan",Block A8,27.5122,71.94748
PANEL-00536,Jinko,500,480.7,4,0.98,27.3,6.2,96.1,2020-02-10,"Bhadla Solar Park, Rajasthan",Block B1,27.5232,71.87923
PANEL-00537,Canadian Solar,450,442.3,2,0.86,41.2,20.7,98.3,2017-12-12,"Bhadla Solar Park, Rajasthan",Block B2,27.5232,71.88898
PANEL-00538,SunPower,550,542.6,2,0.68,60.0,5.9,98.7,2026-04-11,"Bhadla Solar Park, Rajasthan",Block B3,27.5232,71.89872
PANEL-00539,Panasonic,500,469.5,6,1.04,40.9,4.1,93.9,2023-02-01,"Bhadla Solar Park, Rajasthan",Block B4,27.5232,71.90848
PANEL-00540,Canadian Solar,550,490.8,12,0.94,37.9,10.0,89.2,2017-12-22,"Bhadla Solar Park, Rajasthan",Block B5,27.5232,71.91823
PANEL-00541,Canadian Solar,500,457.7,11,0.8,60.0,8.1,91.5,2016-06-05,"Bhadla Solar Park, Rajasthan",Block B6,27.5232,71.92798
PANEL-00542,Jinko,500,458.4,9,0.96,33.1,21.3,91.7,2019-05-16,"Bhadla Solar Park, Rajasthan",Block B7,27.5232,71.93773
PANEL-00543,LG,550,527.1,3,1.41,44.5,3.3,95.8,2017-12-30,"Bhadla Solar Park, Rajasthan",Block B8,27.5232,71.94748
PANEL-00544,Jinko,400,382.7,4,1.1,34.1,0.9,95.7,2016-03-03,"Bhadla Solar Park, Rajasthan",Block C1,27.5342,71.87923
PANEL-00545,LG,550,494.9,10,1.05,20.0,1.4,90.0,2023-05-08,"Bhadla Solar Park, Rajasthan",Block C2,27.5342,71.88898
PANEL-00546,Trina,500,485.6,3,0.97,40.2,2.3,97.1,2013-01-28,"Bhadla Solar Park, Rajasthan",Block C3,27.5342,71.89872
PANEL-00547,Trina,500,473.4,5,1.09,46.5,9.4,94.7,2022-03-31,"Bhadla Solar Park, Rajasthan",Block C4,27.5342,71.90848
PANEL-00548,Canadian Solar,500,500.0,0,1.06,60.0,23.0,100.0,2016-03-07,"Bhadla Solar Park, Rajasthan",Block C5,27.5342,71.91823
PANEL-00549,SunPower,550,550.0,0,1.37,28.4,24.5,100.0,2015-03-21,"Bhadla Solar Park, Rajasthan",Block C6,27.5342,71.92798
PANEL-00550,Panasonic,400,345.3,11,1.33,44.1,23.9,86.3,2018-02-11,"Bhadla Solar Park, Rajasthan",Block C7,27.5342,71.93773
PANEL-00551,Trina,400,367.2,14,0.61,54.9,21.3,91.8,2020-02-16,"Bhadla Solar Park, Rajasthan",Block C8,27.5342,71.94748
PANEL-00552,Trina,550,550.0,0,0.8,32.2,6.4,100.0,2012-08-08,"Bhadla Solar Park, Rajasthan",Block D1,27.5452,71.87923
PANEL-00553,Panasonic,450,384.0,14,1.13,29.2,23.2,85.3,2019-01-29,"Bhadla Solar Park, Rajasthan",Block D2,27.5452,71.88898
PANEL-00554,Trina,500,495.1,1,0.98,51.2,17.3,99.0,2020-03-04,"Bhadla Solar Park, Rajasthan",Block D3,27.5452,71.89872
PANEL-00555,LG,450,387.5,13,1.14,49.5,20.5,86.1,2016-05-19,"Bhadla Solar Park, Rajasthan",Block D4,27.5452,71.90848
PANEL-00556,Trina,500,458.4,7,1.23,54.5,24.8,91.7,2020-04-29,"Bhadla Solar Park, Rajasthan",Block D5,27.5452,71.91823
PANEL-00557,Canadian Solar,450,399.0,9,1.33,41.4,7.4,88.7,2019-04-12,"Bhadla Solar Park, Rajasthan",Block D6,27.5452,71.92798
PANEL-00558,Canadian Solar,400,390.2,2,1.24,45.2,3.6,97.5,2021-10-25,"Bhadla Solar Park, Rajasthan",Block D7,27.5452,71.93773
PANEL-00559,Canadian Solar,400,365.8,7,1.27,47.2,16.5,91.5,2017-11-24,"Bhadla Solar Park, Rajasthan",Block D8,27.5452,71.94748
PANEL-00560,Panasonic,550,550.0,0,1.35,32.3,12.2,100.0,2012-11-11,"Bhadla Solar Park, Rajasthan",Block E1,27.5562,71.87923
PANEL-00561,SunPower,500,444.1,13,0.91,42.1,10.2,88.8,2022-11-15,"Bhadla Solar Park, Rajasthan",Block E2,27.5562,71.88898
PANEL-00562,Canadian Solar,450,413.2,10,0.85,41.1,23.7,91.8,2011-11-05,"Bhadla Solar Park, Rajasthan",Block E3,27.5562,71.89872
PANEL-00563,SunPower,500,419.4,12,1.46,38.7,13.1,83.9,2012-06-16,"Bhadla Solar Park, Rajasthan",Block E4,27.5562,71.90848
PANEL-00564,Panasonic,550,526.8,7,0.61,35.3,12.0,95.8,2014-03-18,"Bhadla Solar Park, Rajasthan",Block E5,27.5562,71.91823
PANEL-00565,LG,450,414.7,9,0.9,46.3,7.4,92.2,2019-08-29,"Bhadla Solar Park, Rajasthan",Block E6,27.5562,71.92798
PANEL-00566,LG,500,496.1,1,0.78,48.3,8.0,99.2,2022-04-22,"Bhadla Solar Park, Rajasthan",Block E7,27.5562,71.93773
PANEL-00567,Trina,500,478.6,6,0.73,38.1,16.0,95.7,2025-06-17,"Bhadla Solar Park, Rajasthan",Block E8,27.5562,71.94748
PANEL-00568,LG,500,437.7,12,1.1,53.6,3.1,87.5,2020-02-16,"Bhadla Solar Park, Rajasthan",Block F1,27.56857,71.87923
PANEL-00569,Jinko,500,470.7,6,1.0,26.9,11.2,94.1,2022-04-21,"Bhadla Solar Park, Rajasthan",Block F2,27.56857,71.88898
PANEL-00570,Canadian Solar,500,483.1,3,1.14,20.0,5.9,96.6,2026-07-06,"Bhadla Solar Park, Rajasthan",Block F3,27.56857,71.89872
PANEL-00571,SunPower,550,520.3,7,0.79,58.0,14.1,94.6,2020-05-03,"Bhadla Solar Park, Rajasthan",Block F4,27.56857,71.90848
PANEL-00572,SunPower,450,379.2,12,1.42,33.0,4.0,84.3,2013-02-11,"Bhadla Solar Park, Rajasthan",Block F5,27.56857,71.91823
PANEL-00573,LG,550,508.0,7,1.13,55.6,1.4,92.4,2012-09-23,"Bhadla Solar Park, Rajasthan",Block F6,27.56857,71.92798
PANEL-00574,Trina,500,500.0,0,1.01,36.7,21.0,100.0,2019-12-25,"Bhadla Solar Park, Rajasthan",Block F7,27.56857,71.93773
PANEL-00575,SunPower,550,519.0,4,1.44,41.6,2.1,94.4,2024-10-29,"Bhadla Solar Park, Rajasthan",Block F8,27.56857,71.94748
PANEL-00576,SunPower,500,437.5,10,1.33,41.8,21.7,87.5,2024-05-31,"Bhadla Solar Park, Rajasthan",Block A1,27.5122,71.88117
PANEL-00577,Trina,400,357.9,12,0.92,29.5,9.4,89.5,2017-02-03,"Bhadla Solar Park, Rajasthan",Block A2,27.5122,71.89092
PANEL-00578,Jinko,500,500.0,0,1.19,20.0,15.8,100.0,2012-12-17,"Bhadla Solar Park, Rajasthan",Block A3,27.5122,71.90068
PANEL-00579,Canadian Solar,500,455.3,14,0.67,38.7,17.8,91.1,2012-05-12,"Bhadla Solar Park, Rajasthan",Block A4,27.5122,71.91043
PANEL-00580,Trina,550,550.0,0,0.78,43.8,23.6,100.0,2013-12-25,"Bhadla Solar Park, Rajasthan",Block A5,27.5122,71.92018
PANEL-00581,Canadian Solar,500,481.0,3,1.28,32.0,16.1,96.2,2018-10-31,"Bhadla Solar Park, Rajasthan",Block A6,27.5122,71.92992
PANEL-00582,SunPower,450,450.0,0,0.86,40.0,10.8,100.0,2017-06-01,"Bhadla Solar Park, Rajasthan",Block A7,27.5122,71.93967
PANEL-00583,Jinko,400,359.5,15,0.71,46.0,9.2,89.9,2011-12-29,"Bhadla Solar Park, Rajasthan",Block A8,27.5122,71.94943
PANEL-00584,Trina,500,478.3,8,0.55,35.5,20.6,95.7,2020-12-18,"Bhadla Solar Park, Rajasthan",Block B1,27.5232,71.88117
PANEL-00585,Trina,450,446.8,1,0.71,54.5,16.4,99.3,2015-12-30,"Bhadla Solar Park, Rajasthan",Block B2,27.5232,71.89092
PANEL-00586,Canadian Solar,400,368.9,7,1.15,46.5,0.9,92.2,2015-10-08,"Bhadla Solar Park, Rajasthan",Block B3,27.5232,71.90068
PANEL-00587,Canadian Solar,550,497.2,7,1.43,47.6,3.1,90.4,2012-07-24,"Bhadla Solar Park, Rajasthan",Block B4,27.5232,71.91043
PANEL-00588,Canadian Solar,500,472.0,5,1.14,55.5,5.0,94.4,2025-09-06,"Bhadla Solar Park, Rajasthan",Block B5,27.5232,71.92018
PANEL-00589,Canadian Solar,550,532.9,4,0.79,32.4,9.2,96.9,2020-11-30,"Bhadla Solar Park, Rajasthan",Block B6,27.5232,71.92992
PANEL-00590,SunPower,450,421.9,5,1.28,30.7,17.2,93.8,2016-10-22,"Bhadla Solar Park, Rajasthan",Block B7,27.5232,71.93967
PANEL-00591,SunPower,400,377.9,4,1.41,41.0,21.0,94.5,2014-05-09,"Bhadla Solar Park, Rajasthan",Block B8,27.5232,71.94943
PANEL-00592,Panasonic,550,524.2,9,0.53,31.4,22.7,95.3,2013-01-08,"Bhadla Solar Park, Rajasthan",Block C1,27.5342,71.88117
PANEL-00593,SunPower,400,366.9,7,1.22,52.0,21.9,91.7,2022-10-26,"Bhadla Solar Park, Rajasthan",Block C2,27.5342,71.89092
PANEL-00594,LG,450,407.5,11,0.9,37.3,6.7,90.6,2019-10-11,"Bhadla Solar Park, Rajasthan",Block C3,27.5342,71.90068
PANEL-00595,Jinko,550,526.1,7,0.63,55.7,21.4,95.7,2016-05-07,"Bhadla Solar Park, Rajasthan",Block C4,27.5342,71.91043
PANEL-00596,Panasonic,550,490.2,9,1.27,37.6,6.6,89.1,2015-07-13,"Bhadla Solar Park, Rajasthan",Block C5,27.5342,71.92018
PANEL-00597,Trina,450,399.3,15,0.79,41.9,19.3,88.7,2015-08-20,"Bhadla Solar Park, Rajasthan",Block C6,27.5342,71.92992
PANEL-00598,Jinko,400,380.1,6,0.85,49.9,24.4,95.0,2014-08-08,"Bhadla Solar Park, Rajasthan",Block C7,27.5342,71.93967
PANEL-00599,Jinko,550,505.6,8,1.05,26.5,20.7,91.9,2018-05-11,"Bhadla Solar Park, Rajasthan",Block C8,27.5342,71.94943
PANEL-00600,Panasonic,400,375.4,8,0.79,35.3,22.5,93.8,2015-09-18,"Bhadla Solar Park, Rajasthan",Block D1,27.5452,71.88117
PANEL-00601,Canadian Solar,500,445.3,8,1.44,36.0,15.1,89.1,2017-09-07,"Bhadla Solar Park, Rajasthan",Block D2,27.5452,71.89092
PANEL-00602,LG,550,508.4,14,0.56,48.5,24.8,92.4,2024-12-05,"Bhadla Solar Park, Rajasthan",Block D3,27.5452,71.90068
PANEL-00603,Jinko,450,431.7,4,1.03,57.7,16.3,95.9,2017-05-04,"Bhadla Solar Park, Rajasthan",Block D4,27.5452,71.91043
PANEL-00604,Panasonic,400,344.5,14,1.06,33.3,18.1,86.1,2017-09-13,"Bhadla Solar Park, Rajasthan",Block D5,27.5452,71.92018
PANEL-00605,Canadian Solar,500,440.6,9,1.4,46.3,21.2,88.1,2025-05-24,"Bhadla Solar Park, Rajasthan",Block D6,27.5452,71.92992
PANEL-00606,Trina,500,479.8,4,1.03,51.2,23.7,96.0,2017-12-19,"Bhadla Solar Park, Rajasthan",Block D7,27.5452,71.93967
PANEL-00607,SunPower,550,504.5,7,1.22,45.2,13.5,91.7,2026-03-22,"Bhadla Solar Park, Rajasthan",Block D8,27.5452,71.94943
PANEL-00608,Panasonic,450,408.9,8,1.19,44.5,12.4,90.9,2020-05-15,"Bhadla Solar Park, Rajasthan",Block E1,27.5562,71.88117
PANEL-00609,SunPower,550,525.3,5,0.92,42.0,7.5,95.5,2016-03-23,"Bhadla Solar Park, Rajasthan",Block E2,27.5562,71.89092
PANEL-00610,SunPower,450,399.1,14,0.85,46.5,19.0,88.7,2020-03-22,"Bhadla Solar Park, Rajasthan",Block E3,27.5562,71.90068
PANEL-00611,Canadian Solar,400,356.3,12,0.96,41.8,14.0,89.1,2023-08-07,"Bhadla Solar Park, Rajasthan",Block E4,27.5562,71.91043
PANEL-00612,SunPower,500,475.7,7,0.71,35.7,24.0,95.1,2013-11-08,"Bhadla Solar Park, Rajasthan",Block E5,27.5562,71.92018
PANEL-00613,LG,450,441.1,2,1.0,45.9,10.2,98.0,2019-10-30,"Bhadla Solar Park, Rajasthan",Block E6,27.5562,71.92992
PANEL-00614,Trina,450,424.8,8,0.72,48.2,4.4,94.4,2024-04-10,"Bhadla Solar Park, Rajasthan",Block E7,27.5562,71.93967
PANEL-00615,SunPower,450,438.6,5,0.51,39.2,0.4,97.5,2024-12-16,"Bhadla Solar Park, Rajasthan",Block E8,27.5562,71.94943
PANEL-00616,Trina,450,439.0,2,1.23,53.6,9.9,97.6,2018-09-23,"Bhadla Solar Park, Rajasthan",Block F1,27.56857,71.88117
PANEL-00617,LG,500,492.7,1,1.47,30.1,9.8,98.5,2020-01-22,"Bhadla Solar Park, Rajasthan",Block F2,27.56857,71.89092
PANEL-00618,LG,400,365.7,7,1.27,29.4,11.5,91.4,2014-12-06,"Bhadla Solar Park, Rajasthan",Block F3,27.56857,71.90068
PANEL-00619,Panasonic,450,435.8,3,1.07,32.5,19.3,96.8,2026-06-03,"Bhadla Solar Park, Rajasthan",Block F4,27.56857,71.91043
PANEL-00620,LG,500,472.5,11,0.51,27.5,8.0,94.5,2020-03-02,"Bhadla Solar Park, Rajasthan",Block F5,27.56857,71.92018
PANEL-00621,LG,400,371.4,6,1.23,46.0,2.4,92.8,2019-05-16,"Bhadla Solar Park, Rajasthan",Block F6,27.56857,71.92992
PANEL-00622,Canadian Solar,400,379.3,10,0.53,60.0,3.0,94.8,2022-08-27,"Bhadla Solar Park, Rajasthan",Block F7,27.56857,71.93967
PANEL-00623,LG,400,360.1,7,1.49,37.5,23.9,90.0,2020-09-11,"Bhadla Solar Park, Rajasthan",Block F8,27.56857,71.94943
PANEL-00624,Panasonic,450,386.3,15,1.01,60.0,2.3,85.8,2022-03-12,"Bhadla Solar Park, Rajasthan",Block A1,27.5122,71.88312
PANEL-00625,Trina,500,494.4,2,0.56,36.9,11.1,98.9,2015-11-24,"Bhadla Solar Park, Rajasthan",Block A2,27.5122,71.89287
PANEL-00626,SunPower,450,388.6,13,1.12,21.6,21.2,86.4,2026-03-27,"Bhadla Solar Park, Rajasthan",Block A3,27.5122,71.90263
PANEL-00627,Panasonic,400,334.7,12,1.47,56.1,0.7,83.7,2014-07-31,"Bhadla Solar Park, Rajasthan",Block A4,27.5122,71.91237
PANEL-00628,LG,550,484.9,10,1.25,44.4,5.6,88.2,2013-07-02,"Bhadla Solar Park, Rajasthan",Block A5,27.5122,71.92212
PANEL-00629,Trina,400,347.3,15,0.94,31.4,14.5,86.8,2019-06-10,"Bhadla Solar Park, Rajasthan",Block A6,27.5122,71.93187
PANEL-00630,Canadian Solar,400,354.3,9,1.34,37.8,22.6,88.6,2013-12-06,"Bhadla Solar Park, Rajasthan",Block A7,27.5122,71.94163
PANEL-00631,Jinko,550,530.0,4,0.92,28.9,19.5,96.4,2024-04-06,"Bhadla Solar Park, Rajasthan",Block A8,27.5122,71.95137
PANEL-00632,Panasonic,400,388.1,3,1.0,44.1,4.7,97.0,2017-11-04,"Bhadla Solar Park, Rajasthan",Block B1,27.5232,71.88312
PANEL-00633,Jinko,450,366.7,15,1.36,26.7,5.2,81.5,2016-11-11,"Bhadla Solar Park, Rajasthan",Block B2,27.5232,71.89287
PANEL-00634,Trina,400,377.8,10,0.57,40.1,10.2,94.5,2017-06-21,"Bhadla Solar Park, Rajasthan",Block B3,27.5232,71.90263
PANEL-00635,Canadian Solar,500,481.1,7,0.55,47.1,18.2,96.2,2016-10-11,"Bhadla Solar Park, Rajasthan",Block B4,27.5232,71.91237
PANEL-00636,Jinko,400,368.8,7,1.15,22.2,10.6,92.2,2025-01-24,"Bhadla Solar Park, Rajasthan",Block B5,27.5232,71.92212
PANEL-00637,SunPower,550,503.6,14,0.63,43.2,19.1,91.6,2024-05-25,"Bhadla Solar Park, Rajasthan",Block B6,27.5232,71.93187
PANEL-00638,Jinko,550,492.5,12,0.92,33.2,24.3,89.5,2018-01-05,"Bhadla Solar Park, Rajasthan",Block B7,27.5232,71.94163
PANEL-00639,Canadian Solar,400,357.3,12,0.94,40.3,22.1,89.3,2025-09-20,"Bhadla Solar Park, Rajasthan",Block B8,27.5232,71.95137
PANEL-00640,Jinko,550,499.1,14,0.69,51.1,16.0,90.7,2017-10-13,"Bhadla Solar Park, Rajasthan",Block C1,27.5342,71.88312
PANEL-00641,SunPower,400,380.2,4,1.26,30.9,15.2,95.0,2016-10-05,"Bhadla Solar Park, Rajasthan",Block C2,27.5342,71.89287
PANEL-00642,Panasonic,450,378.7,13,1.32,31.5,3.1,84.2,2014-01-31,"Bhadla Solar Park, Rajasthan",Block C3,27.5342,71.90263
PANEL-00643,SunPower,450,386.9,10,1.5,30.8,10.1,86.0,2016-10-19,"Bhadla Solar Park, Rajasthan",Block C4,27.5342,71.91237
PANEL-00644,Panasonic,500,457.5,7,1.26,28.3,9.5,91.5,2015-06-20,"Bhadla Solar Park, Rajasthan",Block C5,27.5342,71.92212
PANEL-00645,Jinko,500,419.0,14,1.25,41.4,0.5,83.8,2014-09-30,"Bhadla Solar Park, Rajasthan",Block C6,27.5342,71.93187
PANEL-00646,Jinko,550,517.1,8,0.77,36.8,9.0,94.0,2012-05-02,"Bhadla Solar Park, Rajasthan",Block C7,27.5342,71.94163
PANEL-00647,SunPower,400,380.3,8,0.63,60.0,14.0,95.1,2018-12-27,"Bhadla Solar Park, Rajasthan",Block C8,27.5342,71.95137
PANEL-00648,Canadian Solar,450,450.0,0,1.21,27.9,4.5,100.0,2017-02-01,"Bhadla Solar Park, Rajasthan",Block D1,27.5452,71.88312
PANEL-00649,Jinko,550,482.4,10,1.3,38.2,3.1,87.7,2026-03-14,"Bhadla Solar Park, Rajasthan",Block D2,27.5452,71.89287
PANEL-00650,LG,550,466.6,12,1.36,48.4,4.9,84.8,2012-04-02,"Bhadla Solar Park, Rajasthan",Block D3,27.5452,71.90263
PANEL-00651,Panasonic,550,527.4,5,0.84,33.8,24.5,95.9,2022-06-11,"Bhadla Solar Park, Rajasthan",Block D4,27.5452,71.91237
PANEL-00652,Jinko,550,550.0,0,1.2,44.6,23.7,100.0,2015-04-07,"Bhadla Solar Park, Rajasthan",Block D5,27.5452,71.92212
PANEL-00653,Canadian Solar,400,400.0,0,0.88,56.7,4.1,100.0,2022-05-13,"Bhadla Solar Park, Rajasthan",Block D6,27.5452,71.93187
PANEL-00654,Panasonic,550,456.5,15,1.23,37.1,21.0,83.0,2019-09-18,"Bhadla Solar Park, Rajasthan",Block D7,27.5452,71.94163
PANEL-00655,Panasonic,500,427.2,13,1.2,39.3,24.3,85.4,2013-07-10,"Bhadla Solar Park, Rajasthan",Block D8,27.5452,71.95137
PANEL-00656,Panasonic,450,430.5,6,0.73,48.9,13.7,95.7,2012-03-06,"Bhadla Solar Park, Rajasthan",Block E1,27.5562,71.88312
PANEL-00657,Canadian Solar,550,539.8,2,0.93,45.8,7.7,98.1,2017-04-29,"Bhadla Solar Park, Rajasthan",Block E2,27.5562,71.89287
PANEL-00658,SunPower,400,387.8,5,0.62,41.9,16.9,97.0,2019-11-17,"Bhadla Solar Park, Rajasthan",Block E3,27.5562,71.90263
PANEL-00659,SunPower,400,380.8,6,0.82,42.3,20.4,95.2,2014-08-02,"Bhadla Solar Park, Rajasthan",Block E4,27.5562,71.91237
PANEL-00660,Jinko,400,390.9,4,0.57,44.3,21.3,97.7,2018-04-09,"Bhadla Solar Park, Rajasthan",Block E5,27.5562,71.92212
PANEL-00661,Canadian Solar,500,488.8,2,1.13,38.2,6.2,97.8,2026-05-07,"Bhadla Solar Park, Rajasthan",Block E6,27.5562,71.93187
PANEL-00662,LG,400,366.7,11,0.79,29.7,15.5,91.7,2017-12-24,"Bhadla Solar Park, Rajasthan",Block E7,27.5562,71.94163
PANEL-00663,Trina,500,475.8,4,1.23,26.5,10.1,95.2,2024-03-23,"Bhadla Solar Park, Rajasthan",Block E8,27.5562,71.95137
PANEL-00664,Canadian Solar,400,367.1,10,0.86,37.5,16.9,91.8,2022-08-15,"Bhadla Solar Park, Rajasthan",Block F1,27.56857,71.88312
PANEL-00665,Jinko,500,446.1,13,0.87,33.9,23.6,89.2,2012-04-02,"Bhadla Solar Park, Rajasthan",Block F2,27.56857,71.89287
PANEL-00666,Canadian Solar,550,530.9,3,1.17,28.1,10.5,96.5,2013-05-12,"Bhadla Solar Park, Rajasthan",Block F3,27.56857,71.90263
PANEL-00667,Canadian Solar,400,390.7,3,0.78,45.2,6.9,97.7,2019-02-04,"Bhadla Solar Park, Rajasthan",Block F4,27.56857,71.91237
PANEL-00668,Panasonic,500,443.8,8,1.48,40.3,4.5,88.8,2025-03-28,"Bhadla Solar Park, Rajasthan",Block F5,27.56857,71.92212
PANEL-00669,Panasonic,400,378.5,9,0.61,32.4,10.1,94.6,2021-03-18,"Bhadla Solar Park, Rajasthan",Block F6,27.56857,71.93187
PANEL-00670,Trina,450,444.6,1,1.2,21.5,9.9,98.8,2019-12-28,"Bhadla Solar Park, Rajasthan",Block F7,27.56857,71.94163
PANEL-00671,LG,550,501.7,9,1.02,30.7,18.5,91.2,2019-06-12,"Bhadla Solar Park, Rajasthan",Block F8,27.56857,71.95137
PANEL-00672,LG,400,371.5,5,1.47,32.8,1.9,92.9,2019-07-15,"Bhadla Solar Park, Rajasthan",Block A1,27.5122,71.88508
PANEL-00673,Panasonic,500,470.8,5,1.2,41.8,11.5,94.2,2016-12-03,"Bhadla Solar Park, Rajasthan",Block A2,27.5122,71.89482
PANEL-00674,SunPower,500,431.1,14,1.05,53.7,9.3,86.2,2023-01-29,"Bhadla Solar Park, Rajasthan",Block A3,27.5122,71.90458
PANEL-00675,Trina,450,412.9,9,0.95,49.6,16.8,91.8,2013-05-27,"Bhadla Solar Park, Rajasthan",Block A4,27.5122,71.91433
PANEL-00676,Jinko,400,370.2,10,0.77,50.2,23.7,92.5,2023-06-07,"Bhadla Solar Park, Rajasthan",Block A5,27.5122,71.92408
PANEL-00677,Trina,500,474.4,8,0.65,42.7,23.6,94.9,2013-08-18,"Bhadla Solar Park, Rajasthan",Block A6,27.5122,71.93382
PANEL-00678,SunPower,450,437.6,2,1.38,43.9,17.5,97.2,2015-05-17,"Bhadla Solar Park, Rajasthan",Block A7,27.5122,71.94358
PANEL-00679,Panasonic,500,448.2,12,0.91,26.7,0.4,89.6,2023-09-01,"Bhadla Solar Park, Rajasthan",Block A8,27.5122,71.95333
PANEL-00680,Panasonic,500,477.8,6,0.75,45.7,10.0,95.6,2020-12-03,"Bhadla Solar Park, Rajasthan",Block B1,27.5232,71.88508
PANEL-00681,SunPower,450,402.2,9,1.24,39.4,5.4,89.4,2012-03-08,"Bhadla Solar Park, Rajasthan",Block B2,27.5232,71.89482
PANEL-00682,LG,550,550.0,0,1.0,31.7,22.3,100.0,2022-12-02,"Bhadla Solar Park, Rajasthan",Block B3,27.5232,71.90458
PANEL-00683,SunPower,450,374.3,14,1.31,51.7,21.5,83.2,2013-09-05,"Bhadla Solar Park, Rajasthan",Block B4,27.5232,71.91433
PANEL-00684,Canadian Solar,400,354.0,12,1.01,42.6,16.8,88.5,2015-08-28,"Bhadla Solar Park, Rajasthan",Block B5,27.5232,71.92408
PANEL-00685,SunPower,450,440.6,3,0.7,24.8,16.3,97.9,2018-12-23,"Bhadla Solar Park, Rajasthan",Block B6,27.5232,71.93382
PANEL-00686,Jinko,550,532.1,6,0.55,30.3,5.4,96.7,2023-05-31,"Bhadla Solar Park, Rajasthan",Block B7,27.5232,71.94358
PANEL-00687,Jinko,500,447.9,10,1.09,21.2,9.3,89.6,2022-06-23,"Bhadla Solar Park, Rajasthan",Block B8,27.5232,71.95333
PANEL-00688,LG,500,441.0,9,1.38,38.7,7.1,88.2,2016-05-14,"Bhadla Solar Park, Rajasthan",Block C1,27.5342,71.88508
PANEL-00689,Panasonic,500,488.9,2,1.12,20.0,18.6,97.8,2021-06-03,"Bhadla Solar Park, Rajasthan",Block C2,27.5342,71.89482
PANEL-00690,Trina,400,361.0,10,1.02,38.1,23.0,90.2,2014-05-17,"Bhadla Solar Park, Rajasthan",Block C3,27.5342,71.90458
PANEL-00691,SunPower,450,405.4,10,1.04,33.8,6.7,90.1,2018-11-14,"Bhadla Solar Park, Rajasthan",Block C4,27.5342,71.91433
PANEL-00692,LG,400,400.0,0,1.4,51.1,11.4,100.0,2025-06-09,"Bhadla Solar Park, Rajasthan",Block C5,27.5342,71.92408
PANEL-00693,Canadian Solar,400,373.9,9,0.75,46.4,17.6,93.5,2021-01-24,"Bhadla Solar Park, Rajasthan",Block C6,27.5342,71.93382
PANEL-00694,Panasonic,550,514.7,7,0.94,45.4,1.6,93.6,2026-06-26,"Bhadla Solar Park, Rajasthan",Block C7,27.5342,71.94358
PANEL-00695,Canadian Solar,550,515.6,5,1.29,41.8,15.0,93.7,2012-01-29,"Bhadla Solar Park, Rajasthan",Block C8,27.5342,71.95333
PANEL-00696,Jinko,550,532.2,3,1.09,32.0,0.7,96.8,2017-09-05,"Bhadla Solar Park, Rajasthan",Block D1,27.5452,71.88508
PANEL-00697,Jinko,500,500.0,0,1.26,20.0,10.2,100.0,2026-04-29,"Bhadla Solar Park, Rajasthan",Block D2,27.5452,71.89482
PANEL-00698,LG,400,400.0,0,1.42,40.4,19.7,100.0,2020-12-28,"Bhadla Solar Park, Rajasthan",Block D3,27.5452,71.90458
PANEL-00699,Panasonic,550,542.4,1,1.38,30.0,20.4,98.6,2024-06-16,"Bhadla Solar Park, Rajasthan",Block D4,27.5452,71.91433
PANEL-00700,SunPower,500,488.3,3,0.79,29.1,12.9,97.7,2016-10-12,"Bhadla Solar Park, Rajasthan",Block D5,27.5452,71.92408
PANEL-00701,Canadian Solar,550,513.4,8,0.86,31.7,8.8,93.3,2015-11-26,"Bhadla Solar Park, Rajasthan",Block D6,27.5452,71.93382
PANEL-00702,Trina,500,449.3,8,1.33,46.2,19.7,89.9,2013-09-27,"Bhadla Solar Park, Rajasthan",Block D7,27.5452,71.94358
PANEL-00703,SunPower,450,415.8,9,0.87,34.3,6.8,92.4,2018-09-23,"Bhadla Solar Park, Rajasthan",Block D8,27.5452,71.95333
PANEL-00704,Jinko,400,400.0,0,0.82,35.3,13.0,100.0,2020-05-02,"Bhadla Solar Park, Rajasthan",Block E1,27.5562,71.88508
PANEL-00705,SunPower,450,396.9,9,1.38,50.3,8.6,88.2,2018-08-07,"Bhadla Solar Park, Rajasthan",Block E2,27.5562,71.89482
PANEL-00706,Panasonic,450,432.4,5,0.8,20.0,18.0,96.1,2014-02-01,"Bhadla Solar Park, Rajasthan",Block E3,27.5562,71.90458
PANEL-00707,LG,500,455.6,15,0.62,29.3,4.1,91.1,2016-07-23,"Bhadla Solar Park, Rajasthan",Block E4,27.5562,71.91433
PANEL-00708,Panasonic,500,476.1,4,1.22,41.1,4.0,95.2,2014-08-26,"Bhadla Solar Park, Rajasthan",Block E5,27.5562,71.92408
PANEL-00709,SunPower,400,373.8,13,0.52,57.4,4.1,93.5,2025-04-16,"Bhadla Solar Park, Rajasthan",Block E6,27.5562,71.93382
PANEL-00710,Jinko,550,507.2,13,0.62,51.2,3.0,92.2,2011-12-31,"Bhadla Solar Park, Rajasthan",Block E7,27.5562,71.94358
PANEL-00711,LG,450,411.4,11,0.81,58.3,4.2,91.4,2016-09-18,"Bhadla Solar Park, Rajasthan",Block E8,27.5562,71.95333
